freq,indic_ur,cities\TIME_PERIOD	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,DE1001V,NL001C	799278 	810938 	: 	960402 b	: 	: 	996915 	1009238 	1009626 	: 
A,DE1001V,NL002C	94505 	94866 	: 	184235 b	: 	: 	188764 	190991 	192427 	: 
A,DE1001V,NL003C	72729 	72459 	: 	72436 b	: 	: 	72849 	73107 	73132 	: 
A,DE1001V,NL004C	195213 	196013 	: 	198077 b	: 	: 	207904 	211893 	214715 	: 
A,DE1001V,NL005C	72913 	106784 	: 	107943 b	: 	: 	110986 	111897 	112587 	: 
A,DE1001V,NL006C	149662 	150897 	: 	153586 b	: 	: 	156286 	157276 	157462 	: 
A,DE1001V,NL007C	157315 	157545 	: 	159050 b	: 	: 	162445 	163818 	164781 	: 
A,DE1001V,NL008C	149827 	150823 	: 	168815 b	: 	: 	174209 	176319 	177438 	: 
A,DE1001V,NL009C	: 	: 	: 	67053 b	: 	: 	67963 	68599 	68836 	: 
A,DE1001V,NL010C	66287 	66419 	: 	66230 b	: 	: 	66811 	67496 	67514 	: 
A,DE1001V,NL011C	178140 	179623 	: 	181349 b	: 	: 	183873 	184069 	184126 	: 
A,DE1001V,NL012C	98581 	98322 	: 	98871 b	: 	: 	99957 	100719 	101236 	: 
A,DE1001V,NL013C	109823 	110656 	: 	150224 b	: 	: 	154484 	156829 	158165 	: 
A,DE1001V,NL014C	218433 	220920 	: 	269061 b	: 	: 	276979 	279860 	281191 	: 
A,DE1001V,NL015C	158627 	158586 	: 	158289 b	: 	: 	158986 	159640 	159732 	: 
A,DE1001V,NL016C	70904 	70941 	: 	71196 b	: 	: 	73181 	73427 	73681 	: 
A,DE1001V,NL017C	505856 	508940 	: 	744315 b	: 	: 	769888 	780417 	783554 	: 
A,DE1001V,NL018C	195418 	198317 	: 	200908 b	: 	: 	231299 	232874 	233273 	: 
A,DE1001V,NL019C	153093 	155147 	: 	274620 b	: 	: 	280309 	282355 	282183 	: 
A,DE1001V,NL020C	144153 	144060 	: 	144505 b	: 	: 	154235 	156002 	157789 	: 
A,DE1001V,NL021C	: 	: 	: 	92965 b	: 	: 	93868 	94474 	94686 	: 
A,DE1001V,NL022C	88747 	88259 	: 	199324 b	: 	: 	198168 	198101 	197310 	: 
A,DE1001V,NL023C	89023 	89256 	: 	90133 b	: 	: 	91524 	92423 	92627 	: 
A,DE1001V,NL024C	80952 	80957 	: 	81051 b	: 	: 	80683 	81140 	81049 	: 
A,DE1001V,NL025C	142817 	143733 	: 	151635 b	: 	: 	154205 	155111 	155490 	: 
A,DE1001V,NL026C	86017 	86426 	: 	87822 b	: 	: 	90238 	90831 	91235 	: 
A,DE1001V,NL027C	71360 	71703 	: 	72172 b	: 	: 	73004 	73261 	73619 	: 
A,DE1001V,NL028C	95949 	107342 	: 	107868 b	: 	: 	123107 	124084 	124481 	: 
A,DE1001V,NL029C	118748 	121163 	: 	262145 b	: 	: 	267215 	268344 	268179 	: 
A,DE1001V,NL030C	75778 	76142 	: 	76777 b	: 	: 	77893 	78598 	79811 	: 
A,DE1001V,NL031C	121819 	122488 	: 	122473 b	: 	: 	121565 	121575 	120227 	: 
A,DE1001V,NL032C	: 	: 	: 	92314 b	: 	: 	92915 	93182 	93322 	: 
A,DE1001V,NL033C	166382 	168292 	: 	172082 b	: 	: 	176731 	177659 	177359 	: 
A,DE1001V,NL034C	72375 	72561 	: 	134093 b	: 	: 	110068 	110809 	111254 	: 
A,DE1001V,NL035C	: 	: 	: 	90006 b	: 	: 	91451 	91915 	92526 	: 
A,DE1001V,NL036C	79482 	79576 	: 	79885 b	: 	: 	80117 	81249 	81683 	: 
A,DE1001V,NL037C	616294 	618357 	: 	1210065 b	: 	: 	1232747 	1242359 	1244332 	: 
A,DE1001V,NL038C	77155 	77027 	: 	76948 b	: 	: 	77032 	77251 	77200 	: 
A,DE1001V,NL039C	94024 	93691 	: 	118598 b	: 	: 	117622 	117436 	116618 	: 
A,DE1001V,NL040C	: 	: 	: 	70013 b	: 	: 	70961 	71474 	71698 	: 
A,DE1001V,NL041C	208527 	210267 	: 	212915 b	: 	: 	217259 	219789 	221947 	: 
A,DE1001V,NL042C	321916 	328164 	: 	434777 b	: 	: 	450062 	455168 	457055 	: 
A,DE1001V,NL043C	: 	: 	: 	63810 b	: 	: 	65589 	66493 	66912 	: 
A,DE1001V,NL044C	100159 	100428 	: 	100352 b	: 	: 	101603 	101802 	101988 	: 
A,DE1001V,NL045C	149622 	150598 	: 	152419 b	: 	: 	155885 	156794 	156901 	: 
A,DE1001V,NL046C	123092 	123561 	: 	124088 b	: 	: 	124944 	125285 	125267 	: 
A,DE1001V,NL047C	122562 	123159 	: 	124897 b	: 	: 	127497 	128840 	129840 	: 
A,DE1001V,NO	5051275 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE1001V,NO001C	623966 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE1001V,NO002C	267950 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE1001V,NO003C	179692 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE1001V,NO004C	129191 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE1001V,PL	38495659 d	38478602 d	: 	: 	38433558 d	38411148 d	: 	: 	: 	: 
A,DE1001V,PL001C	1724404 d	1735442 d	: 	: 	1764615 d	1777972 d	: 	: 	: 	: 
A,DE1001V,PL002C	711332 d	706004 d	: 	: 	690422 d	685285 d	: 	: 	: 	: 
A,DE1001V,PL003C	758992 d	761873 d	: 	: 	767348 d	771069 d	: 	: 	: 	: 
A,DE1001V,PL004C	632067 d	634487 d	: 	: 	638586 d	640648 d	: 	: 	: 	: 
A,DE1001V,PL005C	548028 d	545680 d	: 	: 	538633 d	536438 d	: 	: 	: 	: 
A,DE1001V,PL006C	461531 d	461489 d	: 	: 	464254 d	466631 d	: 	: 	: 	: 
A,DE1001V,PL007C	408172 d	407180 d	: 	: 	403883 d	402465 d	: 	: 	: 	: 
A,DE1001V,PL008C	359428 d	357652 d	: 	: 	352313 d	350178 d	: 	: 	: 	: 
A,DE1001V,PL009C	343598 d	341722 d	: 	: 	339850 d	339682 d	: 	: 	: 	: 
A,DE1001V,PL010C	304362 d	301834 d	: 	: 	296262 d	294510 d	: 	: 	: 	: 
A,DE1001V,PL011C	295282 d	295459 d	: 	: 	297288 d	297459 d	: 	: 	: 	: 
A,DE1001V,PL012C	199870 d	198857 d	: 	: 	196804 d	195774 d	: 	: 	: 	: 
A,DE1001V,PL013C	203447 d	203158 d	: 	: 	202562 d	202074 d	: 	: 	: 	: 
A,DE1001V,PL014C	174675 d	173831 d	: 	: 	173070 d	172362 d	: 	: 	: 	: 
A,DE1001V,PL015C	183108 d	185123 d	: 	: 	189662 d	191564 d	: 	: 	: 	: 
A,DE1001V,PL016C	120146 d	119574 d	: 	: 	128140 d	128137 d	: 	: 	: 	: 
A,DE1001V,PL017C	124344 d	124145 d	: 	: 	124295 d	123921 d	: 	: 	: 	: 
A,DE1001V,PL018C	118405 d	118920 d	: 	: 	139819 d	140297 d	: 	: 	: 	: 
A,DE1001V,PL019C	81985 d	81408 d	: 	: 	80072 d	79480 d	: 	: 	: 	: 
A,DE1001V,PL020C	83943 d	83853 d	: 	: 	84041 d	83896 d	: 	: 	: 	: 
A,DE1001V,PL021C	69317 d	69316 d	: 	: 	69554 d	69827 d	: 	: 	: 	: 
A,DE1001V,PL022C	77224 d	76547 d	: 	: 	74834 d	74151 d	: 	: 	: 	: 
A,DE1001V,PL023C	62038 d	62051 d	: 	: 	62243 d	62456 d	: 	: 	: 	: 
A,DE1001V,PL024C	232318 d	230123 d	: 	: 	224376 d	222292 d	: 	: 	: 	: 
A,DE1001V,PL025C	218466 d	217201 d	: 	: 	214566 d	213029 d	: 	: 	: 	: 
A,DE1001V,PL026C	122815 d	122224 d	: 	: 	120787 d	120000 d	: 	: 	: 	: 
A,DE1001V,PL027C	103997 d	103373 d	: 	: 	101625 d	100975 d	: 	: 	: 	: 
A,DE1001V,PL028C	109170 d	108605 d	: 	: 	107670 d	107321 d	: 	: 	: 	: 
A,DE1001V,PL029C	93936 d	93206 d	: 	: 	91465 d	91007 d	: 	: 	: 	: 
A,DE1001V,PL030C	91235 d	90794 d	: 	: 	89590 d	89128 d	: 	: 	: 	: 
A,DE1001V,PL031C	76347 d	76603 d	: 	: 	77653 d	77872 d	: 	: 	: 	: 
A,DE1001V,PL032C	75903 d	75608 d	: 	: 	74312 d	73670 d	: 	: 	: 	: 
A,DE1001V,PL033C	74053 d	73658 d	: 	: 	72892 d	72581 d	: 	: 	: 	: 
A,DE1001V,PL034C	74609 d	74333 d	: 	: 	73791 d	73398 d	: 	: 	: 	: 
A,DE1001V,PL035C	75001 d	74564 d	: 	: 	73577 d	73114 d	: 	: 	: 	: 
A,DE1001V,PL036C	72277 d	71728 d	: 	: 	69852 d	69051 d	: 	: 	: 	: 
A,DE1001V,PL037C	69883 d	69686 d	: 	: 	68943 d	68479 d	: 	: 	: 	: 
A,DE1001V,PL038C	69328 d	68922 d	: 	: 	68195 d	67938 d	: 	: 	: 	: 
A,DE1001V,PL039C	72890 d	72754 d	: 	: 	72364 d	72050 d	: 	: 	: 	: 
A,DE1001V,PL040C	63638 d	63441 d	: 	: 	61808 d	61251 d	: 	: 	: 	: 
A,DE1001V,PL041C	65255 d	65055 d	: 	: 	64354 d	63813 d	: 	: 	: 	: 
A,DE1001V,PL042C	65481 d	64855 d	: 	: 	63333 d	62670 d	: 	: 	: 	: 
A,DE1001V,PL043C	67688 d	67207 d	: 	: 	65823 d	65283 d	: 	: 	: 	: 
A,DE1001V,PL044C	68997 d	68836 d	: 	: 	68179 d	67615 d	: 	: 	: 	: 
A,DE1001V,PL045C	63692 d	63291 d	: 	: 	61903 d	61182 d	: 	: 	: 	: 
A,DE1001V,PL046C	64893 d	64513 d	: 	: 	63238 d	62649 d	: 	: 	: 	: 
A,DE1001V,PL047C	62711 d	62779 d	: 	: 	63092 d	63000 d	: 	: 	: 	: 
A,DE1001V,PL048C	64589 d	64616 d	: 	: 	64197 d	63952 d	: 	: 	: 	: 
A,DE1001V,PL049C	59182 d	58802 d	: 	: 	57671 d	57310 d	: 	: 	: 	: 
A,DE1001V,PL050C	57503 d	57390 d	: 	: 	56690 d	56529 d	: 	: 	: 	: 
A,DE1001V,PL051C	60610 d	60573 d	: 	: 	60257 d	60279 d	: 	: 	: 	: 
A,DE1001V,PL052C	59790 d	60103 d	: 	: 	61523 d	61928 d	: 	: 	: 	: 
A,DE1001V,PL053C	248042 d	247820 d	: 	: 	246306 d	246309 d	: 	: 	: 	: 
A,DE1001V,PL054C	211275 d	209274 d	: 	: 	204013 d	202036 d	: 	: 	: 	: 
A,DE1001V,PL055C	185450 d	184415 d	: 	: 	181309 d	179806 d	: 	: 	: 	: 
A,DE1001V,PL056C	178357 d	177188 d	: 	: 	174349 d	173374 d	: 	: 	: 	: 
A,DE1001V,PL057C	173439 d	172306 d	: 	: 	168394 d	166795 d	: 	: 	: 	: 
A,DE1001V,PL058C	173699 d	173013 d	: 	: 	171505 d	171259 d	: 	: 	: 	: 
A,DE1001V,PL059C	141521 d	140669 d	: 	: 	138578 d	138000 d	: 	: 	: 	: 
A,DE1001V,PL060C	140173 d	140052 d	: 	: 	139129 d	138696 d	: 	: 	: 	: 
A,DE1001V,PL061C	128799 d	128621 d	: 	: 	128211 d	127831 d	: 	: 	: 	: 
A,DE1001V,PL062C	117926 d	116691 d	: 	: 	113621 d	112594 d	: 	: 	: 	: 
A,DE1001V,PL063C	122899 d	122368 d	: 	: 	120895 d	120142 d	: 	: 	: 	: 
A,DE1001V,PL064C	114885 d	113939 d	: 	: 	111752 d	110802 d	: 	: 	: 	: 
A,DE1001V,PL065C	112120 d	111376 d	: 	: 	109650 d	109062 d	: 	: 	: 	: 
A,DE1001V,PL066C	110761 d	110337 d	: 	: 	109021 d	108434 d	: 	: 	: 	: 
A,DE1001V,PL067C	101992 d	101343 d	: 	: 	100324 d	99752 d	: 	: 	: 	: 
A,DE1001V,PL068C	97676 d	97176 d	: 	: 	95629 d	95045 d	: 	: 	: 	: 
A,DE1001V,PT	10487289 e	10427301 e	10374822 e	10341330 	10309573 	10291027 	10276617 e	10295909 e	10371620 b	10352042 b
A,DE1001V,PT001C	1849472 e	1837852 e	1835785 e	1835894 	1842352 	1851077 	1859838 e	1872036 e	1880038 b	1875108 b
A,DE1001V,PT002C	968905 e	962418 e	956023 e	950728 	948613 	949694 	951805 e	955864 e	968794 b	969686 b
A,DE1001V,PT003C	182110 e	181847 e	181553 e	181502 	181182 	181382 	181919 e	182679 e	193444 b	193671 b
A,DE1001V,PT004C	109149 e	108053 e	106721 e	105562 	104813 	104442 	104129 e	104024 e	106057 b	105828 b
A,DE1001V,PT005C	139151 e	136964 e	135592 e	134578 	134348 	134156 	133724 e	134166 e	141280 b	141512 b
A,DE1001V,PT006C	119799 e	118689 e	118166 e	117780 	116979 	116330 	115758 e	115126 e	124005 b	122300 b
A,DE1001V,PT007C	68876 e	68768 e	68517 e	68403 	68352 	68055 	67864 e	67935 e	67250 b	67256 b
A,DE1001V,PT008C	77675 e	77229 e	76935 e	76882 	77241 	77630 	77916 e	78734 e	81137 b	81843 b
A,DE1001V,PT009C	62281 e	61334 e	61214 e	61019 	61073 	60920 	60974 e	61015 e	67767 b	67396 b
A,DE1001V,PT010C	98778 e	98424 e	98093 e	98164 	97849 	97423 	96991 e	97249 e	99779 b	100041 b
A,DE1001V,PT011C	87896 e	87243 e	86620 e	86136 	85445 	85017 	84636 e	84417 e	85989 b	85615 b
A,DE1001V,PT012C	87020 e	86876 e	86668 e	86554 	86263 	86115 	86072 e	86067 e	84430 b	84439 b
A,DE1001V,PT013C	63282 e	62999 e	62707 e	62522 	62344 	62376 	62510 e	62784 e	64354 b	64418 b
A,DE1001V,PT014C	379963 e	379756 e	380934 e	382521 	383946 	386038 	388434 e	391402 e	386122 b	385777 b
A,DE1001V,PT015C	157214 e	156310 e	155508 e	154920 	153995 	153294 	152792 e	152309 e	156963 b	156348 b
A,DE1001V,PT016C	138710 e	139110 e	139918 e	140614 	140844 	141227 	141603 e	141957 e	137798 b	137305 b
A,DE1001V,RO	22346178 	22298253 	22260798 	: 	22193562 d	22170586 d	: 	: 	: 	: 
A,DE1001V,RO001C	2134030 	2110878 	2107399 	: 	2112483 d	2131034 d	: 	: 	: 	: 
A,DE1001V,RO002C	320819 	321427 	321916 	: 	323484 d	324960 d	: 	: 	: 	: 
A,DE1001V,RO003C	333650 	333825 	333210 	: 	330014 d	328186 d	: 	: 	: 	: 
A,DE1001V,RO004C	308144 	307193 	305946 	: 	302783 d	301269 d	: 	: 	: 	: 
A,DE1001V,RO005C	215319 	213089 	210699 	: 	205172 d	202740 d	: 	: 	: 	: 
A,DE1001V,RO006C	223718 	223317 	222850 	: 	221796 d	221407 d	: 	: 	: 	: 
A,DE1001V,RO007C	194952 	196447 	197362 	: 	197285 d	197155 d	: 	: 	: 	: 
A,DE1001V,RO008C	180224 	179716 	179155 	: 	177464 d	176846 d	: 	: 	: 	: 
A,DE1001V,RO009C	169741 	169820 	169880 	: 	169177 d	168697 d	: 	: 	: 	: 
A,DE1001V,RO010C	151684 	151129 	150286 	: 	148490 d	147674 d	: 	: 	: 	: 
A,DE1001V,RO011C	116833 	116355 	115369 	: 	113396 d	112786 d	: 	: 	: 	: 
A,DE1001V,RO012C	78553 	78102 	77735 	: 	76380 d	75810 d	: 	: 	: 	: 
A,DE1001V,RO013C	70194 	69674 	69105 	: 	67721 d	67121 d	: 	: 	: 	: 
A,DE1001V,RO014C	73717 	73979 	74283 	: 	74574 d	74659 d	: 	: 	: 	: 
A,DE1001V,RO015C	95470 	95127 	94474 	: 	92936 d	92205 d	: 	: 	: 	: 
A,DE1001V,RO016C	97643 	97336 	96887 	: 	95869 d	95351 d	: 	: 	: 	: 
A,DE1001V,RO017C	91101 	90503 	89747 	: 	87698 d	86520 d	: 	: 	: 	: 
A,DE1001V,RO018C	94819 	94240 	93626 	: 	92090 d	91884 d	: 	: 	: 	: 
A,DE1001V,RO019C	85430 	85074 	84593 	: 	83389 d	82931 d	: 	: 	: 	: 
A,DE1001V,RO020C	74068 	73580 	72926 	: 	71431 d	70680 d	: 	: 	: 	: 
A,DE1001V,RO021C	71767 	71254 	70747 	: 	69479 d	69229 d	: 	: 	: 	: 
A,DE1001V,RO022C	92448 	92892 	93415 	: 	93950 d	94139 d	: 	: 	: 	: 
A,DE1001V,RO023C	320318 	319266 	317974 	: 	314816 d	313021 d	: 	: 	: 	: 
A,DE1001V,RO024C	350924 	357868 	363312 	: 	373507 d	378954 d	: 	: 	: 	: 
A,DE1001V,RO025C	306895 	306046 	304610 	: 	303069 d	304050 d	: 	: 	: 	: 
A,DE1001V,RO026C	291921 	291363 	290955 	: 	289878 d	289360 d	: 	: 	: 	: 
A,DE1001V,RO027C	235698 	235041 	233762 	: 	229641 d	227445 d	: 	: 	: 	: 
A,DE1001V,RO028C	177965 	177485 	176803 	: 	175047 d	173985 d	: 	: 	: 	: 
A,DE1001V,RO029C	149031 	148429 	147897 	: 	146241 d	145444 d	: 	: 	: 	: 
A,DE1001V,RO030C	137753 	136773 	135662 	: 	133376 d	132288 d	: 	: 	: 	: 
A,DE1001V,RO031C	124096 	123438 	122560 	: 	120736 d	119788 d	: 	: 	: 	: 
A,DE1001V,RO032C	123922 	122999 	122433 	: 	120902 d	120153 d	: 	: 	: 	: 
A,DE1001V,RO033C	119348 	119252 	118832 	: 	118111 d	117776 d	: 	: 	: 	: 
A,DE1001V,RO034C	116311 	116082 	116666 	: 	122231 d	124589 d	: 	: 	: 	: 
A,DE1001V,RO035C	111580 	110768 	109730 	: 	107614 d	106707 d	: 	: 	: 	: 
A,DE1001V,SE	: 	: 	: 	: 	9995153 	10120242 	: 	: 	: 	: 
A,DE1001V,SE001C	1637551 	1665006 	1689952 	: 	1716807 	1745766 	: 	: 	: 	: 
A,DE1001V,SE002C	: 	: 	: 	: 	556640 	564039 	: 	: 	: 	: 
A,DE1001V,SE003C	: 	: 	: 	: 	328494 	333633 	: 	: 	: 	: 
A,DE1001V,SE004C	: 	: 	: 	: 	135297 	137481 	: 	: 	: 	: 
A,DE1001V,SE005C	: 	: 	: 	: 	122892 	125080 	: 	: 	: 	: 
A,DE1001V,SE006C	: 	: 	: 	: 	214559 	219914 	: 	: 	: 	: 
A,DE1001V,SE007C	: 	: 	: 	: 	155817 	158520 	: 	: 	: 	: 
A,DE1001V,SE008C	: 	: 	: 	: 	146631 	150291 	: 	: 	: 	: 
A,DE1001V,SE010C	: 	: 	: 	: 	147420 	150134 	: 	: 	: 	: 
A,DE1001V,SE011C	: 	: 	: 	: 	139363 	140927 	: 	: 	: 	: 
A,DE1001V,SE012C	: 	: 	: 	: 	140547 	143304 	: 	: 	: 	: 
A,DE1001V,SE013C	: 	: 	: 	: 	118542 	121274 	: 	: 	: 	: 
A,DE1001V,SE014C	: 	: 	: 	: 	109880 	111026 	: 	: 	: 	: 
A,DE1001V,SI	2058821 	2061085 	2062874 	2064188 	2065895 	2066880 	: 	: 	: 	: 
A,DE1001V,SI001C	282994 	285857 	287218 	288307 	288919 	289518 	292988 	295504 	: 	: 
A,DE1001V,SI002C	111374 	112088 	112325 	111832 	111079 	110871 	112065 	112682 	: 	: 
A,DE1001V,SK	5410836 	5415949 	5421349 	5426252 	5435343 	5443120 	5450421 	5457873 	5449270 	5434712 
A,DE1001V,SK001C	415589 	417389 	419678 	422932 	425923 	429564 	432864 	437726 	475503 	475577 
A,DE1001V,SK002C	240164 	239797 	239464 	239200 	239141 	239095 	238757 	238593 	229040 	227458 
A,DE1001V,SK003C	79583 	79368 	79027 	78758 	78635 	78484 	78327 	78084 	76018 	75317 
A,DE1001V,SK004C	78607 	78351 	78033 	77670 	77374 	77048 	76655 	76533 	78489 	77610 
A,DE1001V,SK005C	91352 	90923 	90187 	89959 	89618 	89138 	88680 	88464 	84824 	83897 
A,DE1001V,SK006C	81382 	81273 	81155 	81114 	81041 	80978 	80810 	80727 	82656 	81940 
A,DE1001V,SK007C	66073 	65978 	65713 	65596 	65536 	65382 	65207 	65033 	63803 	63194 
A,DE1001V,SK008C	55883 	55886 	55857 	55698 	55593 	55537 	55333 	55383 	54740 	54458 
A,DE1001V,UK	: 	: 	64853393 	65379044 	65844142 b	: 	: 	: 	: 	: 
A,DE1001V,UK001C	8362500 	8477600 	8606201 	8730803 	8797330 b	8866541 	: 	: 	: 	: 
A,DE1001V,UK002C	1088900 	1096800 	1106334 	1117938 	1132600 b	1139249 	: 	: 	: 	: 
A,DE1001V,UK003C	759600 	763900 	770230 	777902 	782967 b	787020 	: 	: 	: 	: 
A,DE1001V,UK004C	595800 	598100 	602990 	610705 	618045 	623715 	: 	: 	: 	: 
A,DE1001V,UK005C	525500 	527300 	529666 	532728 	533670 b	535987 	: 	: 	: 	: 
A,DE1001V,UK006C	470200 	471900 	475827 	481579 	489577 b	493182 	: 	: 	: 	: 
A,DE1001V,UK007C	485100 	490100 	495710 	502990 	510190 	515855 	: 	: 	: 	: 
A,DE1001V,UK008C	512600 	517300 	525254 	535778 	543410 b	546564 	: 	: 	: 	: 
A,DE1001V,UK009C	350100 	353000 	355727 	359314 	361962 b	363502 	: 	: 	: 	: 
A,DE1001V,UK010C	558700 	561900 	566743 	572581 	575920 b	580148 	: 	: 	: 	: 
A,DE1001V,UK011C	435000 	440000 	445901 	451771 	457609 b	461329 	: 	: 	: 	: 
A,DE1001V,UK012C	334548 	335982 	337869 b	339243 	339900 	341049 	: 	: 	: 	: 
A,DE1001V,UK013C	284600 	288300 	291359 	294681 	294778 b	298019 	: 	: 	: 	: 
A,DE1001V,UK014C	332700 	335700 	340140 	345485 	351527 b	354379 	: 	: 	: 	: 
A,DE1001V,UK015C	226100 	228100 	229635 	230095 	229320 	228180 	: 	: 	: 	: 
A,DE1001V,UK016C	125900 	127600 	129711 	131353 	124777 b	125339 	: 	: 	: 	: 
A,DE1001V,UK017C	120600 	123100 	125818 	128555 	128219 b	129672 	: 	: 	: 	: 
A,DE1001V,UK018C	95100 	95900 	96634 	97430 	97912 b	98739 	: 	: 	: 	: 
A,DE1001V,UK019C	103300 	104500 	105780 	106554 	106168 b	106253 	: 	: 	: 	: 
A,DE1001V,UK020C	85100 	85700 	86233 	86775 	87512 b	87747 	: 	: 	: 	: 
A,DE1001V,UK021C	136200 	136600 	136681 	136679 	135490 b	135849 	: 	: 	: 	: 
A,DE1001V,UK022C	207100 	208300 	210422 	213295 	214027 b	214926 	: 	: 	: 	: 
A,DE1001V,UK023C	100000 	100600 	101085 	101833 	102121 b	102103 	: 	: 	: 	: 
A,DE1001V,UK024C	326500 	333600 	341407 	349148 	356682 b	363467 	: 	: 	: 	: 
A,DE1001V,UK025C	257400 	257600 	258353 	259618 	260354 b	260659 	: 	: 	: 	: 
A,DE1001V,UK026C	250100 	250600 	251338 	252437 	254519 b	255606 	: 	: 	: 	: 
A,DE1001V,UK027C	251300 	252300 	253697 	255514 	258972 b	260967 	: 	: 	: 	: 
A,DE1001V,UK028C	309800 	312600 	316585 	322092 	326994 b	330139 	: 	: 	: 	: 
A,DE1001V,UK029C	320300 	320600 	320907 	321069 	322506 b	323016 	: 	: 	: 	: 
A,DE1001V,UK030C	178900 	181100 	183448 	186313 	187812 b	190392 	: 	: 	: 	: 
A,DE1001V,UK031C	160200 	162100 	164227 	166105 	169411 b	171460 	: 	: 	: 	: 
A,DE1001V,UK032C	140400 	142000 	144519 	147050 	147311 b	147833 	: 	: 	: 	: 
A,DE1001V,UK033C	136200 	137600 	139091 	140212 	141083 b	141578 	: 	: 	: 	: 
A,DE1001V,UK034C	125900 	126100 	126247 	126669 	128167 b	128781 	: 	: 	: 	: 
A,DE1001V,UK035C	115600 	115900 	116173 	116655 	117709 b	118058 	: 	: 	: 	: 
A,DE1001V,UK036C	120900 	122500 	123768 	125201 	126699 b	128404 	: 	: 	: 	: 
A,DE1001V,UK037C	114700 	115300 	115852 	116371 	117245 b	118063 	: 	: 	: 	: 
A,DE1001V,UK038C	105300 	105400 	105378 	105518 	106337 b	106457 	: 	: 	: 	: 
A,DE1001V,UK039C	105900 	106500 	107300 	108171 	109439 b	109829 	: 	: 	: 	: 
A,DE1001V,UK040C	105000 	105600 	106225 	106996 	108228 b	108709 	: 	: 	: 	: 
A,DE1001V,UK041C	103900 	104200 	104348 	104424 	104553 b	104604 	: 	: 	: 	: 
A,DE1001V,UK042C	87000 	87100 	87331 	87447 	87601 b	88116 	: 	: 	: 	: 
A,DE1001V,UK043C	97700 	98000 	98420 	98916 	99205 b	99394 	: 	: 	: 	: 
A,DE1001V,UK044C	99500 	99500 	99431 	99565 	101275 b	101148 	: 	: 	: 	: 
A,DE1001V,UK045C	92500 	92600 	92542 	92655 	92932 b	93131 	: 	: 	: 	: 
A,DE1001V,UK046C	98000 	98300 	98542 	98535 	98820 b	99618 	: 	: 	: 	: 
A,DE1001V,UK047C	100300 	101000 	102006 	102760 	103127 b	103206 	: 	: 	: 	: 
A,DE1001V,UK048C	90500 	90900 	91295 	91867 	92858 b	92834 	: 	: 	: 	: 
A,DE1001V,UK049C	80100 	80100 	80218 	80383 	80401 b	80613 	: 	: 	: 	: 
A,DE1001V,UK050C	84500 	84500 	84607 	84857 	85146 b	85097 	: 	: 	: 	: 
A,DE1001V,UK051C	77100 	77100 	77127 	77048 	76769 b	76603 	: 	: 	: 	: 
A,DE1001V,UK052C	83000 	84000 	84981 	85696 	86029 b	86393 	: 	: 	: 	: 
A,DE1001V,UK053C	125800 	126200 	126441 	126716 	127451 b	128014 	: 	: 	: 	: 
A,DE1001V,UK054C	426900 	429600 	432671 	435684 	436191 b	437936 	: 	: 	: 	: 
A,DE1001V,UK055C	337800 	337800 	338130 	338825 	339675 	340070 	: 	: 	: 	: 
A,DE1001V,UK056C	328700 	330500 	332569 	335297 	338942 b	342914 	: 	: 	: 	: 
A,DE1001V,UK057C	314000 	315100 	316132 	317049 	318489 b	320023 	: 	: 	: 	: 
A,DE1001V,UK058C	319200 	320300 	321499 	322541 	324088 b	325369 	: 	: 	: 	: 
A,DE1001V,UK059C	303200 	303900 	304499 	305605 	308157 b	309741 	: 	: 	: 	: 
A,DE1001V,UK060C	284500 	285900 	287744 	289645 	290433 b	291410 	: 	: 	: 	: 
A,DE1001V,UK061C	273500 	273400 	273619 	273984 	274721 b	274993 	: 	: 	: 	: 
A,DE1001V,UK062C	312800 	315500 	318087 	321084 	324046 b	326419 	: 	: 	: 	: 
A,DE1001V,UK063C	275900 	276500 	277020 	277556 	277278 b	277333 	: 	: 	: 	: 
A,DE1001V,UK064C	279500 	280200 	281029 	282367 	284175 b	285093 	: 	: 	: 	: 
A,DE1001V,UK065C	271500 	273200 	275134 	277405 	280090 b	282336 	: 	: 	: 	: 
A,DE1001V,UK066C	269700 	272600 	275254 	277517 	277287 b	277736 	: 	: 	: 	: 
A,DE1001V,UK067C	258500 	259400 	260428 	261358 	262759 b	264023 	: 	: 	: 	: 
A,DE1001V,UK068C	276900 	279600 	283176 	287253 	287664 b	289275 	: 	: 	: 	: 
A,DE1001V,UK069C	258600 	260400 	262129 	263456 	262713 b	263085 	: 	: 	: 	: 
A,DE1001V,UK070C	240000 	240800 	241840 	243448 	244971 b	245973 	: 	: 	: 	: 
A,DE1001V,UK071C	251000 	251900 	253357 	255242 	256619 b	257104 	: 	: 	: 	: 
A,DE1001V,UK072C	234700 	236800 	238581 	240269 	242594 b	244270 	: 	: 	: 	: 
A,DE1001V,UK073C	240800 	243700 	247414 	251906 	251368 b	252578 	: 	: 	: 	: 
